questions,answers
알트에이 이태원점에 인접한 시설을 알 수 있나요?,"알트에이 이태원점에 인접한 시설에는 이태원역 4번 출구,  가구거리,  빈티지앤모어,  영창가전종합수리가 있습니다"
홍박식당의 주요 메뉴는 무엇이 있나요?,"홍박식당의 메뉴에는 숙성 삼겹살,  숙성 연목살이 있습니다"
홍박식당의 영업시간은 어떻게 되나요?,홍박식당의 영업시간은 11:00/16:10~22:00입니다
홍박식당의 휴무일을 알 수 있나요?,홍박식당의 휴무일은 알수없음입니다
홍박식당에 인접한 시설이 있나요?,"홍박식당에 인접한 시설에는 마곡역 3번 출구,  푸라닭,  씨엘가 있습니다"
홍박식당의 주소는 어떻게 되나요?,홍박식당의 주소는 서울 강서구 공항대로 219 홍박식당입니다
홍박식당의 연락처가 어떻게 되나요?,홍박식당의 연락처는 0507-1328-4348입니다
홍박식당의 주차시설이 있나요?,홍박식당의 주차시설이 있습니다
캄포의 대표적인 메뉴를 알 수 있나요?,"캄포의 메뉴에는 봉골레,  우니이 있습니다"
캄포에 인접한 시설이 있나요?,"캄포에 인접한 시설에는 한남역 1번 출구,  브랜드한남,  엔스시가 있습니다"
캄포의 영업시간을 알 수 있나요?,캄포의 영업시간은 18:00-24:00입니다
캄포의 주차시설이 있나요?,캄포의 주차시설이 없습니다
캄포의 휴무일을 알 수 있나요?,캄포의 휴무일은 일요일입니다
캄포에 인접한 시설을 알 수 있나요?,"캄포에 인접한 시설에는 한남역 1번 출구,  브랜드한남,  엔스시가 있습니다"
캄포의 주요 메뉴는 무엇이 있나요?,"캄포의 메뉴에는 봉골레,  우니이 있습니다"
캄포의 주소는 어떻게 되나요?,캄포의 주소는 서울 용산구 대사관로 46-1 102호입니다
캄포의 연락처가 어떻게 되나요?,캄포의 연락처는 0507-1361-6608입니다
캄포의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,캄포의 영업시간은 18:00-24:00입니다
캄포의 주요 메뉴를 알 수 있나요?,"캄포의 메뉴에는 봉골레,  우니이 있습니다"
캄포의 휴무일은 어떻게 되나요?,캄포의 휴무일은 일요일입니다
캄포의 주소를 알 수 있나요?,캄포의 주소는 서울 용산구 대사관로 46-1 102호입니다
캄포의 주차시설이 있는지 알 수 있나요?,캄포의 주차시설이 없습니다
대복칼국수의 주요 메뉴는 무엇이 있나요?,"대복칼국수의 메뉴에는 바지락칼국수,  닭칼국수이 있습니다"
대복칼국수의 영업시간을 알 수 있나요?,대복칼국수의 영업시간은 09:00-21:20입니다
대복칼국수의 주소를 알 수 있나요?,대복칼국수의 주소는 서울 동대문구 서울시립대로 122 1층입니다
대복칼국수의 연락처를 알 수 있나요?,대복칼국수의 연락처는 0507-1368-1126입니다
대복칼국수의 주차시설이 있나요?,대복칼국수의 주차시설이 없습니다
대복칼국수에 인접한 시설이 있나요?,대복칼국수에 인접한 시설에는 청량리역 3번 출구가 있습니다
대복칼국수의 주소는 어떻게 되나요?,대복칼국수의 주소는 서울 동대문구 서울시립대로 122 1층입니다
대복칼국수의 주요 메뉴를 알 수 있나요?,"대복칼국수의 메뉴에는 바지락칼국수,  닭칼국수이 있습니다"
대복칼국수의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,대복칼국수의 영업시간은 09:00-21:20입니다
대복칼국수의 휴무일을 알 수 있나요?,대복칼국수의 휴무일은 매주 일요일입니다
대복칼국수의 휴무일은 어떻게 되나요?,대복칼국수의 휴무일은 매주 일요일입니다
대복칼국수의 대표적인 메뉴는 무엇이 있나요?,"대복칼국수의 메뉴에는 바지락칼국수,  닭칼국수이 있습니다"
대복칼국수의 연락처가 어떻게 되나요?,대복칼국수의 연락처는 0507-1368-1126입니다
대복칼국수의 주차시설이 있는지 알 수 있나요?,대복칼국수의 주차시설이 없습니다
오십오의 주차시설이 있는지 알 수 있나요?,오십오의 주차시설이 있습니다
오십오의 대표적인 메뉴를 알 수 있나요?,"오십오의 메뉴에는 무화과 치즈사퀘테리,  바질토마토마리네이드이 있습니다"
오십오의 연락처가 어떻게 되나요?,오십오의 연락처는 0507-1382-3519입니다
오십오의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,오십오의 영업시간은 15:00 - 24:00입니다
오십오의 주소를 알 수 있나요?,오십오의 주소는 서울 송파구 송파대로36가길 14 1층 101호 오십오입니다
오십오의 영업시간은 어떻게 되나요?,오십오의 영업시간은 15:00 - 24:00입니다
오십오의 휴무일은 어떻게 되나요?,"오십오의 휴무일은 매주 일요일,  월요일입니다"
오십오의 주요 메뉴는 무엇이 있나요?,"오십오의 메뉴에는 무화과 치즈사퀘테리,  바질토마토마리네이드이 있습니다"
오십오의 영업시간을 알 수 있나요?,오십오의 영업시간은 15:00 - 24:00입니다
오십오의 대표적인 메뉴는 무엇이 있나요?,"오십오의 메뉴에는 무화과 치즈사퀘테리,  바질토마토마리네이드이 있습니다"
오십오의 휴무일을 알 수 있나요?,"오십오의 휴무일은 매주 일요일,  월요일입니다"
오십오의 주소는 어떻게 되나요?,오십오의 주소는 서울 송파구 송파대로36가길 14 1층 101호 오십오입니다
빽돈 본점에 인접한 시설을 알 수 있나요?,"빽돈 본점에 인접한 시설에는 서울대입구역 1번 출구,  한마음부동산,  진주상회가 있습니다"
빽돈 본점의 휴무일은 어떻게 되나요?,빽돈 본점의 휴무일은 알수없음입니다
빽돈 본점의 연락처를 알 수 있나요?,빽돈 본점의 연락처는 0507-1471-7787입니다
빽돈 본점의 주차시설이 있는지 알 수 있나요?,빽돈 본점의 주차시설이 있습니다
빽돈 본점의 주차시설이 있나요?,빽돈 본점의 주차시설이 있습니다
빽돈 본점의 영업시간을 알 수 있나요?,빽돈 본점의 영업시간은 14:00 - 24:00입니다
빽돈 본점의 대표 메뉴가 무엇인가요?,"빽돈 본점의 메뉴에는 벌집 껍데기,  항정살이 있습니다"
빽돈 본점의 주소를 알 수 있나요?,빽돈 본점의 주소는 서울 관악구 관악로16길 32-2입니다
빽돈 본점에 인접한 시설이 있나요?,"빽돈 본점에 인접한 시설에는 서울대입구역 1번 출구,  한마음부동산,  진주상회가 있습니다"
빽돈 본점의 연락처가 어떻게 되나요?,빽돈 본점의 연락처는 0507-1471-7787입니다
알천세뚜리에 인접한 시설을 알 수 있나요?,"알천세뚜리에 인접한 시설에는 당산역 8번 출구,  gs25,  동양체인가 있습니다"
알천세뚜리의 주요 메뉴는 무엇이 있나요?,"알천세뚜리의 메뉴에는 알천모듬전,  해물파전이 있습니다"
알천세뚜리의 연락처가 어떻게 되나요?,알천세뚜리의 연락처는 0507-1343-8682입니다
알천세뚜리의 주소를 알 수 있나요?,알천세뚜리의 주소는 서울 영등포구 양평로 14 지하1층입니다
알천세뚜리의 주소는 어떻게 되나요?,알천세뚜리의 주소는 서울 영등포구 양평로 14 지하1층입니다
알천세뚜리의 영업시간은 어떻게 되나요?,알천세뚜리의 영업시간은 11:00 - 00:30입니다
알천세뚜리의 휴무일을 알 수 있나요?,알천세뚜리의 휴무일은 매주 일요일입니다
알천세뚜리의 주차시설이 있는지 알 수 있나요?,알천세뚜리의 주차시설이 없습니다
알천세뚜리의 휴무일은 어떻게 되나요?,알천세뚜리의 휴무일은 매주 일요일입니다
알천세뚜리의 영업시간을 알 수 있나요?,알천세뚜리의 영업시간은 11:00 - 00:30입니다
알천세뚜리의 연락처를 알 수 있나요?,알천세뚜리의 연락처는 0507-1343-8682입니다
알천세뚜리의 대표적인 메뉴는 무엇이 있나요?,"알천세뚜리의 메뉴에는 알천모듬전,  해물파전이 있습니다"
올더플레이트의 영업시간은 어떻게 되나요?,올더플레이트의 영업시간은 12:00-22:00입니다
올더플레이트의 연락처를 알 수 있나요?,올더플레이트의 연락처는 0507-1445-0534입니다
올더플레이트의 휴무일은 어떻게 되나요?,올더플레이트의 휴무일은 매주 월요일입니다
올더플레이트에 인접한 시설을 알 수 있나요?,올더플레이트에 인접한 시설에는 홍대입구역 3번 출구가 있습니다
올더플레이트의 연락처가 어떻게 되나요?,올더플레이트의 연락처는 0507-1445-0534입니다
올더플레이트에 인접한 시설이 있나요?,올더플레이트에 인접한 시설에는 홍대입구역 3번 출구가 있습니다
올더플레이트의 주요 메뉴를 알 수 있나요?,"올더플레이트의 메뉴에는 듀록 목살 고메 스테이크 BBQ,  치킨 고메버터 투움바 크림 리조또이 있습니다"
올더플레이트의 주소는 어떻게 되나요?,올더플레이트의 주소는 서울 마포구 동교로38길 5입니다
올더플레이트의 휴무일을 알 수 있나요?,올더플레이트의 휴무일은 매주 월요일입니다
올더플레이트의 주요 메뉴는 무엇이 있나요?,"올더플레이트의 메뉴에는 듀록 목살 고메 스테이크 BBQ,  치킨 고메버터 투움바 크림 리조또이 있습니다"
올더플레이트의 영업시간을 알 수 있나요?,올더플레이트의 영업시간은 12:00-22:00입니다
올더플레이트의 주차시설이 있나요?,올더플레이트의 주차시설이 있습니다
무모한초밥 숙명여대점의 영업시간은 몇시부터 몇시까지로 기재되어 있나요?,무모한초밥 숙명여대점의 영업시간은 11:00 - 21:00입니다
무모한초밥 숙명여대점의 연락처를 알 수 있나요?,무모한초밥 숙명여대점의 연락처는 02-2272-2187입니다
무모한초밥 숙명여대점의 휴무일은 어떻게 되나요?,무모한초밥 숙명여대점의 휴무일은 매주 월요일입니다
무모한초밥 숙명여대점의 대표적인 메뉴를 알 수 있나요?,"무모한초밥 숙명여대점의 메뉴에는 광어초밥,  연어초밥이 있습니다"
무모한초밥 숙명여대점에 인접한 시설을 알 수 있나요?,"무모한초밥 숙명여대점에 인접한 시설에는 숙대입구역 10번 출구,  설빙 숙대점,  더함가 있습니다"
무모한초밥 숙명여대점의 주소를 알 수 있나요?,무모한초밥 숙명여대점의 주소는 서울 용산구 청파로47길 52입니다
무모한초밥 숙명여대점의 주차시설이 있나요?,무모한초밥 숙명여대점의 주차시설이 있습니다
무모한초밥 숙명여대점의 영업시간은 어떻게 되나요?,무모한초밥 숙명여대점의 영업시간은 11:00 - 21:00입니다
무모한초밥 숙명여대점의 연락처가 어떻게 되나요?,무모한초밥 숙명여대점의 연락처는 02-2272-2187입니다
무모한초밥 숙명여대점의 주차시설이 있는지 알 수 있나요?,무모한초밥 숙명여대점의 주차시설이 있습니다
무모한초밥 숙명여대점의 주소는 어떻게 되나요?,무모한초밥 숙명여대점의 주소는 서울 용산구 청파로47길 52입니다
무모한초밥 숙명여대점의 휴무일을 알 수 있나요?,무모한초밥 숙명여대점의 휴무일은 매주 월요일입니다
무모한초밥 숙명여대점의 주요 메뉴는 무엇이 있나요?,"무모한초밥 숙명여대점의 메뉴에는 광어초밥,  연어초밥이 있습니다"
무모한초밥 숙명여대점에 인접한 시설이 있나요?,"무모한초밥 숙명여대점에 인접한 시설에는 숙대입구역 10번 출구,  설빙 숙대점,  더함가 있습니다"
윤쓰김밥의 주소는 어떻게 되나요?,윤쓰김밥의 주소는 서울 강서구 공항대로8길 8입니다
윤쓰김밥에 인접한 시설을 알 수 있나요?,"윤쓰김밥에 인접한 시설에는 송정역 3번 출구,  조아라 황소곱창,  트립커피가 있습니다"
윤쓰김밥의 주차시설이 있는지 알 수 있나요?,윤쓰김밥의 주차시설이 있습니다
윤쓰김밥의 메뉴를 알 수 있나요?,"윤쓰김밥의 메뉴에는 떡볶이,  김밥이 있습니다"
윤쓰김밥의 영업시간을 알 수 있나요?,윤쓰김밥의 영업시간은 08:00 - 22:00입니다
윤쓰김밥의 휴무일을 알 수 있나요?,윤쓰김밥의 휴무일은 매주 일요일입니다
윤쓰김밥의 연락처를 알 수 있나요?,윤쓰김밥의 연락처는 0507-1332-3788입니다
윤쓰김밥의 연락처가 어떻게 되나요?,윤쓰김밥의 연락처는 0507-1332-3788입니다
윤쓰김밥에 인접한 시설이 있나요?,"윤쓰김밥에 인접한 시설에는 송정역 3번 출구,  조아라 황소곱창,  트립커피가 있습니다"
윤쓰김밥의 대표 메뉴가 무엇인가요?,"윤쓰김밥의 메뉴에는 떡볶이,  김밥이 있습니다"
